customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4747-IBXVE,Female,1,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,80.06,1335.31,Yes
3423-GCPHV,Male,0,Yes,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),72.33,1822.03,No
1468-WHYBV,Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),101.99,2024.07,Yes
4888-KAKNO,Female,0,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),70.13,4868.79,No
4664-BJVQR,Male,0,No,No,30,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.01,2893.69,No
9648-QPYDD,Male,0,No,No,61,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,88.67,5398.68,Yes
2882-GHFWX,Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),88.42,453.98,No
1409-NZJJT,Male,0,Yes,Yes,12,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.26,1213.24,No
8118-PMVHR,Male,0,No,No,3,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,72.94,261.79,No
8308-WGXKS,Male,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.24,1498.91,No
6237-WFFEQ,Male,0,Yes,Yes,6,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),87.9,528.58,Yes
5676-MIMDN,Female,0,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.48,378.48,Yes
8548-NUZFF,Female,1,No,No,19,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,78.32,1477.05,No
4505-HTWML,Female,0,No,No,7,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,69.46,512.88,Yes
3504-NCNMW,Female,1,No,Yes,65,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,95.52,6199.16,No
7863-BIWFM,Male,0,No,No,49,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),74.44,3625.6,No
2447-UKUZP,Male,1,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,80.29,576.28,Yes
6268-LGYLL,Female,1,Yes,No,63,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),54.01,3385.01,No
4345-TPVDB,Female,1,Yes,No,63,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,57.29,3614.3,No
2790-BTIKB,Male,0,No,Yes,18,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,56.42,1036.41,No
1376-KMBDN,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.38,2025.53,No
9250-SVQGW,Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,51.37,3570.41,No
5728-NTNHV,Male,0,Yes,Yes,3,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),61.43,168.45,No
4295-UFKSH,Female,0,No,Yes,15,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,89.1,1327.36,Yes
2787-WJYXI,Female,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),77.71,793.9,Yes
5704-OJWCX,Male,0,No,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.48,50.66,Yes
2284-CIVNW,Male,0,Yes,No,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.25,1203.43,No
4232-CZFPL,Female,0,No,No,0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),89.78,30.71,Yes
3156-LUZKW,Male,0,No,No,21,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),60.71,1255.32,No
9186-HYMAA,Female,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.52,80.76,Yes
4002-EKVCZ,Male,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.37,500.37,No
7135-OFYTN,Male,1,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.23,160.58,No
6407-XMVAU,Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),101.13,6363.97,Yes
2818-RAJXE,Female,1,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,25.65,102.56,Yes
4185-WVLAL,Female,0,Yes,No,18,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.92,1373.18,No
1207-NHEOJ,Male,0,Yes,Yes,26,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),59.08,1512.74,No
6891-WFLLO,Female,0,Yes,Yes,25,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),49.67,1215.98,No
4502-ILQYZ,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.71,394.63,No
4584-MAJAP,Male,1,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.23,935.46,No
4800-FBFZY,Female,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.43,330.67,Yes
2057-JDLAH,Female,0,No,No,50,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),92.46,4599.14,No
2109-NVBBX,Male,0,Yes,Yes,4,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),49.68,214.96,No
7759-EYRHL,Male,0,Yes,No,34,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),70.95,2445.89,No
6550-VKQKZ,Female,0,No,No,12,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,57.11,691.87,Yes
1389-WORPV,Male,0,No,No,14,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,59.5,831.95,No
5750-PASQN,Female,0,No,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,80.81,4947.03,No
7777-CTMPQ,Female,0,No,No,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.85,357.16,No
1255-FSCNY,Male,1,No,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.4,7238.71,No
2526-IKGTO,Female,0,No,Yes,16,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,91.98,1490.09,No
5504-QBYBN,Female,0,No,No,1,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),58.85,82.27,No
7357-JBZZL,Female,0,Yes,No,22,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,60.65,1382.01,No
4111-EQDEB,Male,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.27,1356.62,No
1870-PDWIO,Female,0,Yes,Yes,14,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,99.38,1358.74,No
5613-HKZCE,Female,1,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.81,877.83,No
8649-HQXAL,Female,0,No,No,2,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,64.31,144.33,Yes
1016-VXZCW,Male,0,Yes,Yes,7,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,69.3,446.35,Yes
3194-QMNON,Male,0,No,No,67,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),89.23,5999.65,No
2474-MPAEO,Male,0,Yes,Yes,21,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),66.05,1426.67,No
6996-FOTDA,Male,1,No,No,14,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,96.42,1337.92,No
5279-PGXTK,Female,1,No,No,27,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.85,2725.12,No
1855-NPLDR,Female,0,Yes,No,39,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Mailed check,85.25,3342.38,No
6480-JJTAP,Male,0,No,No,70,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.34,3817.39,No
9613-DXCXE,Female,0,No,No,59,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,58.23,3447.58,No
8935-NKGVE,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),96.36,1070.47,No
8164-PGEUV,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,95.03,117.3,Yes
6118-DISGC,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,95.48,3104.51,Yes
2807-BCTFX,Female,1,Yes,Yes,23,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),63.34,1445.49,No
4847-NTADB,Female,0,Yes,Yes,37,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),59.36,2218.44,No
3533-VPBBQ,Male,0,No,Yes,71,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,94.4,6698.22,No
1356-HZBJD,Female,1,No,No,22,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),83.96,1816.07,Yes
2984-YNUFK,Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.19,1501.89,No
5691-ZVFQM,Female,0,No,No,14,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,64.02,889.5,Yes
5292-AWPSL,Male,1,Yes,No,1,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,56.88,76.45,No
4802-KZBMK,Female,0,No,Yes,28,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.13,1645.03,No
8634-NDOTW,Male,0,Yes,Yes,72,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,85.21,6133.79,No
4111-SVZCW,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,75.04,1036.92,No
9005-BXCTL,Female,0,Yes,No,62,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,58.02,3566.47,Yes
1115-NOXNS,Male,0,No,Yes,19,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,104.96,2029.28,No
6784-YYLKN,Female,0,No,No,16,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,66.14,1079.81,Yes
1169-CJGFA,Female,0,No,No,36,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),51.99,1865.44,No
5067-VSSWP,Female,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,93.23,347.8,No
4850-TOXUX,Female,0,Yes,Yes,39,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,59.89,2328.21,No
5309-FINXQ,Male,1,No,Yes,69,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,64.61,4473.07,No
3053-ROLWH,Male,0,No,No,65,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,62.62,4062.33,No
6243-FTWUG,Male,0,No,No,55,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),63.44,3490.97,No
4751-PGJWN,Male,0,Yes,Yes,61,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),63.09,3863.07,No
8044-LQLZA,Male,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,96.98,376.94,Yes
9621-QCWWH,Male,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,94.87,614.09,No
5430-MJFIY,Female,1,Yes,Yes,4,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,65.74,287.14,No
6033-ZFGTD,Female,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,33.87,1604.92,No
9306-NXOAD,Female,0,No,No,67,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,22.98,1536.94,No
5476-DMSRR,Female,0,No,Yes,2,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),70.31,162.64,No
7716-ZGQVC,Male,0,No,No,55,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),99.98,5477.4,No
7330-LLPKG,Male,0,No,Yes,51,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,61.64,3130.23,No
3295-SCFTU,Male,1,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),86.91,353.97,Yes
6834-HMCNE,Male,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,79.82,683.33,Yes
2926-DGXIZ,Male,1,Yes,Yes,63,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,87.45,5522.62,Yes
7611-KGOWV,Male,0,No,No,72,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),83.4,5985.36,No
4534-EKKEW,Male,0,No,No,18,No,No phone service,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),55.88,1018.32,No
6897-FIMTU,Female,0,No,No,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,21.67,164.62,No
7539-TADQO,Male,1,Yes,Yes,9,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,80.56,694.8,Yes
4526-NGCQK,Female,0,No,No,0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,97.25,20.62,No
9640-PBCYE,Male,0,No,No,70,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),53.81,3807.35,No
7870-XCMNJ,Male,0,No,No,14,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,92.62,1299.52,Yes
5521-QFMTT,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),86.33,456.28,Yes
8081-WQIMO,Female,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),95.42,1909.52,No
4990-NWUKZ,Female,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,58.58,58.92,No
2104-JJOLF,Male,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,96.37,6266.92,No
8490-UUSGB,Male,0,Yes,Yes,61,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,95.79,5847.3,No
2427-TPRFF,Female,0,No,No,65,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,62.22,4059.7,No
2088-NEYUI,Male,0,Yes,No,18,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.29,1516.32,Yes
1982-YSPHN,Male,1,Yes,No,59,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),106.79,6312.66,No
1896-HGVGJ,Female,1,Yes,Yes,43,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),71.48,3058.7,No
3436-GXWPT,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.92,467.36,Yes
1454-MSXAE,Male,0,Yes,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.84,5091.8,No
1530-KACDK,Male,1,Yes,No,20,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,62.25,1247.36,No
7440-AWTKW,Male,0,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.48,1130.42,No
9032-DPWKV,Female,0,No,No,36,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,98.52,3565.28,No
1791-UZOIG,Male,0,Yes,Yes,43,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),97.05,4175.23,No
4725-FBDWL,Male,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,101.38,6049.74,No
9316-ITXLI,Female,1,No,No,9,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),85.92,788.56,No
2667-MXDAC,Female,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),101.68,4796.92,No
9416-SHKOS,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,59.75,134.51,Yes
3849-UWNDJ,Male,0,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),87.56,2885.8,No
8988-KUAGY,Female,0,Yes,No,19,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,93.57,1772.94,No
6287-QVRIQ,Female,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.47,683.01,No
7751-XVJJR,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.2,2096.13,No
9254-JVWWG,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.93,144.81,No
1203-XJUCM,Male,0,No,No,29,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,93.25,2701.87,Yes
5957-NWDUZ,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,80.66,1495.59,No
8193-WKELB,Female,0,No,No,19,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),89.18,1687.45,No
8594-HWALV,Male,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.75,1120.67,No
2996-ZSNQT,Male,0,No,Yes,16,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),89.75,1440.34,No
3073-XKCNV,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.1,210.57,Yes
8151-KDVUS,Male,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),102.94,624.79,No
2500-XCGRF,Female,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.43,1051.94,No
1335-WODNO,Female,0,No,No,3,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),90.36,295.97,No
7554-ZCVEN,Male,0,No,No,65,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,65.85,4285.29,No
1417-MGPCR,Female,0,No,No,71,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.68,6439.21,No
9133-SBEXD,Female,0,Yes,No,45,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.03,4257.67,No
5952-NDAXP,Male,0,No,No,3,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.01,183.91,Yes
6581-YXCMS,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,55.53,4001.25,No
1234-KHDPO,Female,0,Yes,No,21,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,87.45,1838.97,No
3606-XPXUE,Male,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,90.59,1085.09,No
6049-IJYSM,Female,0,No,Yes,6,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,99.03,632.39,Yes
2213-VIDJP,Female,0,Yes,No,5,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,59.21,257.92,No
3357-BRFFW,Male,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,90.46,968.05,No
6908-EBJJQ,Male,0,No,No,61,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Electronic check,84.23,5156.59,No
8714-QHFXI,Male,0,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,92.96,3168.7,No
5735-SUISH,Female,0,Yes,No,13,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),82.8,1081.87,No
4124-AMSZZ,Female,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),92.87,2227.25,Yes
1400-DKFCD,Male,0,Yes,Yes,55,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,70.35,3850.17,Yes
4201-IHPWQ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.7,61.09,Yes
7951-UNGRP,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),82.67,131.59,No
8405-NBJKW,Female,0,No,No,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.97,1353.19,No
7741-KEGRJ,Male,0,No,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.28,1009.78,No
1038-AELGG,Female,0,No,No,11,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,56.88,626.77,No
9628-UORHO,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,92.78,654.87,Yes
7628-NYOWK,Female,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,30.05,2083.04,No
5321-SGPYX,Male,0,Yes,No,72,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),53.98,3904.37,No
